ctrl-1_FRAS202101646-1r_aligned.sam	ctrl-2_FRAS202101647-1r_aligned.sam	ctrl-3_FRAS202101648-1r_aligned.sam	ctrl-4_FRAS202101649-1r_aligned.sam	AKG-1_FRAS202101650-1r_aligned.sam	AKG-2_FRAS202101651-1r_aligned.sam	AKG-3_FRAS202101652-1r_aligned.sam	AKG-4_FRAS202101653-1r_aligned.sam	Pyr-1_FRAS202101654-1r_aligned.sam	Pyr-2_FRAS202101655-1r_aligned.sam	Pyr-3_FRAS202101656-1r_aligned.sam	Pyr-4_FRAS202101657-1r_aligned.sam	Length
ENSG00000237068	0	0	0	0	0	0	0	0	0	0	0	0	854
ENSG00000101446	0	0	0	0	0	0	0	0	0	0	0	0	476
ENSG00000243543	0	0	0	0	0	0	0	0	0	0	0	0	792
ENSG00000232135	0	0	0	0	0	0	0	0	0	0	0	0	219
ENSG00000249139	0	0	0	0	0	0	0	0	0	0	0	0	1156
ENSG00000229900	0	0	0	0	0	0	0	0	0	0	0	0	245
ENSG00000101448	0	0	0	0	0	0	0	0	0	0	0	0	6238
ENSG00000158901	0	0	0	0	0	0	0	0	0	0	0	0	1529
ENSG00000201923	0	0	0	0	0	0	0	0	0	0	0	0	119
ENSG00000230860	0	0	0	0	0	0	0	0	0	0	0	0	818
ENSG00000180205	0	0	0	0	0	0	0	0	0	0	0	0	659
ENSG00000180305	0	0	0	0	0	0	0	0	0	0	0	0	706
ENSG00000235508	5	11	4	3	0	0	5	1	3	2	3	9	885
ENSG00000180083	0	0	0	0	0	0	0	0	0	0	0	0	654
ENSG00000182931	0	0	0	0	0	0	0	0	0	0	0	0	630
ENSG00000168634	0	0	0	0	0	0	0	0	0	0	0	0	1372
ENSG00000266071	0	0	0	0	0	0	0	0	0	0	0	0	79
ENSG00000149651	0	0	0	0	0	0	0	0	0	0	0	0	512
ENSG00000226188	0	0	0	0	0	0	0	0	0	0	0	0	551
ENSG00000124116	0	0	0	0	0	1	0	0	2	0	1	0	2405
ENSG00000168630	0	0	0	0	0	0	0	0	0	0	0	0	155
ENSG00000221046	0	0	0	0	0	0	0	0	0	0	0	0	126
ENSG00000101457	271	272	311	268	307	276	278	248	271	301	374	355	1883
ENSG00000175063	11	6	12	12	13	7	11	13	17	12	14	19	1286
ENSG00000101470	0	0	0	0	2	0	0	0	0	0	0	0	876
ENSG00000124104	5	11	7	4	13	17	12	13	13	8	14	23	4066
ENSG00000101473	247	216	240	268	230	271	272	235	221	198	364	323	4213
ENSG00000277051	0	0	0	0	0	0	0	0	0	0	0	0	311
ENSG00000132801	106	126	118	85	102	88	99	73	93	94	94	112	2773
ENSG00000168612	244	258	199	266	198	225	282	260	267	239	349	397	2769
ENSG00000149634	6	12	5	4	5	11	7	2	8	4	19	5	757
ENSG00000124257	1	4	2	5	0	6	4	1	4	2	2	7	1301
ENSG00000064601	434	409	452	468	372	468	451	377	448	407	833	893	5856
ENSG00000271984	0	1	1	1	0	0	0	0	0	0	0	2	569
ENSG00000100979	154	189	171	137	272	233	226	255	184	132	252	245	2541
ENSG00000100982	677	587	707	629	609	645	629	637	628	540	755	824	3219
ENSG00000198026	432	416	447	440	372	463	482	418	532	446	796	854	7521
ENSG00000235525	0	0	0	0	0	0	0	0	0	0	0	0	526
ENSG00000100985	0	0	1	3	1	1	0	2	5	1	1	2	2336
ENSG00000204044	7	4	3	7	9	6	11	7	5	4	11	11	2244
ENSG00000124140	5	1	6	3	11	5	7	7	6	8	8	10	8778
ENSG00000124160	806	636	857	734	571	543	564	592	701	788	965	1008	3220
ENSG00000213820	0	0	0	0	0	0	0	0	0	0	0	0	659
ENSG00000101017	17	16	11	24	31	23	20	16	14	13	15	22	2527
ENSG00000229957	0	0	0	0	0	0	0	0	0	0	0	0	2137
ENSG00000149654	0	0	0	0	0	1	0	0	0	0	0	1	4929
ENSG00000080189	837	793	845	846	642	726	808	733	786	753	1304	1414	7708
ENSG00000273828	0	3	0	7	2	1	4	1	1	4	2	2	594
ENSG00000062598	445	434	507	392	387	407	459	372	372	468	430	466	6598
ENSG00000215452	0	0	0	0	0	0	0	0	0	0	0	0	3030
ENSG00000225849	0	0	0	0	0	0	0	0	0	0	0	0	1223
ENSG00000184617	0	0	0	0	0	0	0	0	0	0	3	0	1996
ENSG00000198185	9	1	7	1	10	9	7	7	6	4	8	4	6865
ENSG00000149635	0	0	0	0	0	0	0	0	0	2	0	0	2043
ENSG00000158296	264	304	298	298	271	286	286	268	261	238	344	368	6055
ENSG00000273893	21	24	16	20	23	13	25	15	21	18	25	30	700
ENSG00000172315	758	677	810	637	491	521	494	570	624	680	655	651	3520
ENSG00000271784	0	1	0	0	0	0	0	0	0	0	0	0	631
ENSG00000197496	2	4	1	5	3	2	2	1	2	1	2	0	5000
ENSG00000222874	0	0	0	0	0	0	0	0	0	0	0	0	340
ENSG00000235922	0	0	0	0	0	0	0	0	0	0	0	0	542
ENSG00000064655	0	1	0	0	0	0	0	0	0	0	1	0	3618
ENSG00000236028	0	0	0	0	0	0	0	0	0	0	0	0	423
ENSG00000226769	0	0	0	0	0	0	0	0	0	0	0	0	893
ENSG00000239783	0	0	0	0	0	0	0	0	0	0	0	0	372
ENSG00000215450	0	0	0	0	0	0	0	0	0	0	0	0	863
ENSG00000264901	0	0	0	0	0	0	0	0	0	0	0	0	92
ENSG00000101040	3987	3799	4059	3981	3544	3806	4260	3824	4141	4032	4844	5349	7625
ENSG00000267882	1	6	7	7	5	8	2	8	3	2	7	10	2253
ENSG00000273451	13	8	11	10	4	8	5	5	5	3	2	8	1006
ENSG00000231119	16	18	7	6	7	13	12	13	12	14	14	17	1809
ENSG00000224565	0	0	2	0	1	0	0	3	1	0	1	3	750
ENSG00000234075	0	0	0	0	0	0	0	0	0	0	0	0	326
ENSG00000202186	0	0	0	0	0	0	0	0	0	0	0	0	104
ENSG00000201742	0	0	0	0	0	0	0	0	0	0	0	0	108
ENSG00000124151	1015	860	965	772	891	967	930	953	916	1035	866	951	8402
ENSG00000221294	0	0	0	0	0	0	0	0	0	0	0	0	81
ENSG00000229853	1	0	2	2	0	1	1	2	2	0	1	1	860
ENSG00000280970	0	0	0	0	0	0	0	0	0	0	0	0	90
ENSG00000196562	0	1	0	0	0	0	0	4	2	0	2	1	6657
ENSG00000255438	0	0	0	0	0	0	0	0	0	0	0	0	2437
ENSG00000238950	0	0	0	0	0	0	0	0	0	0	0	0	76
ENSG00000215448	0	0	0	0	0	0	0	0	0	0	0	0	885
ENSG00000251770	0	0	0	0	0	0	0	0	0	0	0	0	83
ENSG00000238785	0	0	0	0	0	0	0	0	0	0	0	0	76
ENSG00000234967	0	0	0	0	0	0	0	0	0	0	0	0	425
ENSG00000228503	0	0	0	0	0	0	0	0	0	0	0	0	456
ENSG00000237423	0	0	0	0	0	0	0	0	0	0	0	0	429
ENSG00000229522	0	0	0	0	0	0	0	0	0	0	0	0	450
ENSG00000276923	0	0	0	0	0	0	0	0	0	0	0	0	320
ENSG00000276815	0	0	0	0	0	0	0	0	0	0	0	0	90
ENSG00000235621	0	0	0	0	0	0	0	0	0	0	0	0	4204
ENSG00000236874	0	0	0	0	0	0	0	0	0	0	0	0	404
ENSG00000274261	0	0	0	0	0	0	0	0	0	0	0	0	318
ENSG00000281365	0	0	0	0	0	0	0	0	0	0	0	0	642
ENSG00000281460	0	0	0	0	0	0	0	0	0	0	0	0	555
ENSG00000238452	0	0	0	0	0	0	0	0	0	0	0	0	76
ENSG00000124126	330	291	318	307	304	383	352	384	283	281	393	426	7393
ENSG00000251876	0	0	0	0	0	0	0	0	0	0	0	0	119
ENSG00000278231	4	6	9	7	2	12	6	3	7	7	11	7	366
ENSG00000124198	1932	1689	1892	1684	1534	1560	1472	1470	1731	1683	1490	1736	8945
ENSG00000230758	0	0	0	0	3	0	2	0	5	1	3	0	246
ENSG00000227431	0	0	0	1	3	0	0	3	0	1	1	2	556
ENSG00000124207	11606	10507	11883	9936	9226	8714	9360	8820	10617	10391	7396	7882	3800
ENSG00000124214	4083	3792	4269	3809	3395	3596	3699	3613	3805	3949	4122	4433	4094
ENSG00000226284	9	10	12	7	8	6	7	12	10	6	18	9	533
ENSG00000124228	1461	1250	1324	1201	1020	1175	1095	1174	1213	1434	1723	1835	5457
ENSG00000124201	1011	919	988	839	874	983	932	948	957	966	1055	1185	9340
ENSG00000177410	745	578	628	633	605	646	587	622	650	588	714	755	2243
ENSG00000277830	0	0	0	0	0	0	0	0	0	0	0	0	198
ENSG00000209042	14	13	7	5	7	20	8	10	14	8	8	17	89
ENSG00000274760	0	0	0	0	0	0	0	0	0	0	0	0	93
ENSG00000222365	4	9	8	4	12	5	11	8	20	12	26	22	91
ENSG00000277967	0	0	0	0	0	0	0	0	0	0	0	0	87
ENSG00000212304	0	0	0	0	0	0	0	0	0	0	0	0	90
ENSG00000158445	0	0	0	0	0	0	0	0	0	1	0	2	12378
ENSG00000124212	0	0	0	0	0	0	0	0	0	0	0	0	5579
ENSG00000265225	0	0	0	0	0	0	0	0	0	0	0	0	94
ENSG00000158470	1534	1313	1467	1382	1416	1478	1539	1468	1494	1391	1570	1701	4722
ENSG00000276031	0	0	0	0	0	0	0	0	0	0	0	0	299
ENSG00000231878	1	0	0	4	0	1	0	1	2	1	0	4	252
ENSG00000252540	0	0	0	0	0	0	0	0	0	0	0	0	104
ENSG00000197818	550	392	553	512	426	456	451	409	457	434	557	593	6946
ENSG00000237788	6	0	3	2	3	2	1	5	1	0	2	7	1653
ENSG00000158480	256	259	314	298	232	293	255	248	362	269	385	460	4270
ENSG00000199490	0	0	0	0	0	0	1	0	2	0	0	0	98
ENSG00000269103	0	0	0	0	0	0	0	0	0	0	0	0	284
ENSG00000124226	2541	2201	2581	2070	2102	1957	1938	1987	1979	2050	2090	2124	4344
ENSG00000229222	3	4	14	5	3	2	4	3	6	7	6	13	1288
ENSG00000206710	0	0	0	0	0	0	0	0	0	0	0	0	107
ENSG00000124216	75	62	106	103	73	98	88	79	77	56	141	186	1686
ENSG00000231265	0	0	0	0	0	1	0	1	0	0	1	0	462
ENSG00000124208	0	0	0	0	0	0	0	0	0	0	0	0	2757
ENSG00000244687	139	103	134	106	120	146	116	104	120	117	111	115	4818
ENSG00000240849	312	263	309	329	272	355	368	386	323	341	555	516	7931
ENSG00000237595	1	0	0	0	1	4	0	2	0	0	0	1	1064
ENSG00000234698	0	0	0	1	0	0	0	0	0	1	0	0	616
ENSG00000231742	0	0	0	0	0	0	0	0	0	0	1	0	894
ENSG00000277449	32	22	20	11	8	9	7	15	27	10	28	33	2648
ENSG00000172216	432	489	485	578	306	320	545	379	400	308	933	991	1956
ENSG00000224397	0	0	0	0	0	0	0	0	0	0	0	0	2451
ENSG00000203999	0	0	0	2	5	1	0	2	1	0	2	2	3014
ENSG00000233077	0	0	0	0	0	0	0	1	0	0	0	0	2250
ENSG00000244376	0	0	0	0	0	0	0	0	0	0	0	0	294
ENSG00000231715	5	8	7	2	3	9	13	5	5	4	3	1	225
ENSG00000196396	2716	2446	2719	2301	2285	2328	2342	2273	2281	2300	2799	2981	4041
ENSG00000239742	2	0	0	0	0	0	0	0	0	0	0	1	317
ENSG00000201501	0	0	0	0	0	2	0	0	0	0	0	0	102
ENSG00000232043	20	19	13	15	22	14	19	17	13	13	13	28	4587
ENSG00000208018	5	3	0	2	0	3	7	3	0	3	1	0	94
ENSG00000042062	1591	1447	1537	1487	1588	1621	1660	1636	1517	1378	1971	2193	6009
ENSG00000221091	2	3	2	3	4	3	5	10	3	2	2	0	150
ENSG00000231302	2	2	3	0	3	1	2	1	0	1	2	1	315
ENSG00000278453	0	0	1	0	1	0	0	0	0	0	1	0	111
ENSG00000234693	2	3	0	2	1	6	3	4	5	7	4	7	964
ENSG00000124171	247	240	277	213	218	183	216	212	177	196	249	215	4726
ENSG00000124243	6	9	13	11	16	22	15	14	7	4	8	7	7583
ENSG00000230043	0	0	0	0	0	0	0	0	0	0	0	0	135
ENSG00000265062	0	0	0	0	0	0	0	0	0	0	0	0	79
ENSG00000101126	3350	2880	3318	2988	2929	3110	3133	3110	3095	3075	2752	3007	7081
ENSG00000228663	5	1	2	1	7	3	0	6	5	3	0	4	681
ENSG00000259456	28	21	18	27	20	25	23	27	16	21	30	21	927
ENSG00000000419	1308	1194	1362	1178	1055	1098	1193	1245	1313	1550	1529	1473	1207
ENSG00000265582	0	0	0	1	0	0	0	0	0	0	0	0	87
ENSG00000124217	408	335	372	367	293	266	305	280	329	320	384	399	5106
ENSG00000232358	0	0	0	0	0	0	0	0	0	0	0	0	802
ENSG00000026559	0	2	1	1	0	1	0	0	1	1	0	0	5437
ENSG00000279835	0	0	0	0	0	0	0	0	1	0	0	0	708
ENSG00000228820	0	0	0	0	0	0	0	0	0	0	0	0	880
ENSG00000263592	0	0	0	0	0	0	0	0	0	0	0	0	95
ENSG00000263645	1	0	0	0	1	1	0	2	0	0	0	1	87
ENSG00000101096	771	719	792	662	638	687	700	668	685	643	734	840	8286
ENSG00000266761	1	0	0	0	0	0	0	0	0	0	0	2	73
ENSG00000054793	12	6	7	11	5	9	5	7	7	3	8	4	8317
ENSG00000275370	0	0	0	0	0	0	0	0	0	0	0	0	109
ENSG00000215444	0	0	0	0	0	0	0	0	0	0	0	0	459
ENSG00000101115	0	0	1	0	1	0	0	0	0	0	0	0	5772
ENSG00000227964	0	0	0	0	0	0	0	0	0	0	0	0	2326
ENSG00000252467	0	0	0	0	0	0	0	0	0	0	0	0	105
ENSG00000252654	0	0	0	0	0	0	0	0	0	0	0	0	62
ENSG00000020256	273	288	263	274	276	309	304	287	292	256	332	348	6997
ENSG00000233347	3	0	0	1	0	0	1	0	0	0	1	0	706
ENSG00000234948	52	46	66	36	46	48	39	41	48	60	38	46	4883
ENSG00000276817	0	0	1	1	0	0	0	2	0	0	0	0	82
ENSG00000225785	1	1	4	3	3	4	3	2	0	4	0	5	431
ENSG00000275958	0	0	0	0	0	0	0	0	0	0	0	0	191
ENSG00000232465	0	0	0	1	0	0	0	1	1	0	0	2	573
ENSG00000234821	0	0	0	1	0	0	0	0	0	0	1	0	317
ENSG00000232294	2	0	3	2	2	5	2	6	2	4	2	1	1173
ENSG00000232286	0	0	0	0	0	0	0	0	0	0	0	0	459
ENSG00000230636	0	0	0	0	0	0	0	0	0	0	0	0	225
ENSG00000182463	2	1	0	0	1	0	5	2	0	0	3	4	12581
ENSG00000252629	0	0	0	0	0	0	0	0	0	0	0	0	85
ENSG00000199218	0	0	0	0	0	0	0	0	0	0	0	0	333
ENSG00000223492	7	4	1	4	9	4	9	5	5	4	3	2	1620
ENSG00000227705	0	0	0	0	0	0	0	0	0	0	0	0	485
ENSG00000271774	0	0	0	0	0	0	0	0	0	0	0	0	724
ENSG00000231703	0	0	0	2	0	0	0	0	0	0	0	0	3280
ENSG00000224530	0	0	0	0	0	0	0	0	0	0	0	0	458
ENSG00000259723	0	1	1	0	0	0	0	0	0	0	0	1	542
ENSG00000206959	0	0	0	0	0	0	0	0	0	0	0	0	111
ENSG00000197670	21	9	13	11	14	5	5	14	9	10	18	25	2502
ENSG00000171940	1147	1008	1159	991	1075	1094	1117	1139	1082	1106	1052	1104	6181
ENSG00000235415	0	0	0	0	3	0	0	0	0	0	0	0	381
ENSG00000238468	0	0	0	0	0	0	0	0	0	0	0	0	62
ENSG00000225563	0	0	0	0	0	0	0	0	0	0	0	0	345
ENSG00000241721	0	3	1	0	0	0	3	1	1	0	1	1	306
ENSG00000064787	48	33	49	38	37	46	44	46	36	28	74	51	8186
ENSG00000236352	0	0	0	0	0	0	0	0	0	0	0	0	884
ENSG00000265595	0	0	0	0	0	0	0	0	0	0	0	0	78
ENSG00000019186	0	1	0	0	0	0	0	0	0	0	0	0	3972
ENSG00000101132	1036	1094	1103	1013	865	899	1046	912	1026	1084	756	682	1975
ENSG00000280041	0	0	0	0	0	0	0	0	0	0	0	0	375
ENSG00000274453	0	0	0	0	0	0	0	0	0	0	0	0	101
ENSG00000101134	0	0	0	0	0	0	0	0	0	0	0	0	2604
ENSG00000252089	0	0	0	0	0	0	0	0	0	0	0	0	125
ENSG00000185834	23	26	22	39	21	24	27	24	24	22	52	51	497
ENSG00000235166	0	0	0	0	0	0	0	0	0	0	0	0	3782
ENSG00000224008	0	0	0	0	0	0	0	0	0	0	0	0	2290
ENSG00000275923	0	0	0	0	0	0	0	0	0	0	0	0	310
ENSG00000054803	0	0	0	0	0	0	0	0	0	0	0	0	3024
ENSG00000222118	0	0	0	0	0	0	0	0	0	0	0	0	122
ENSG00000124089	0	0	0	0	0	0	0	0	0	0	0	0	1084
ENSG00000235594	0	0	0	0	0	0	0	0	0	0	0	0	1095
ENSG00000230843	0	0	0	0	0	0	0	0	0	0	0	0	453
ENSG00000124098	3923	3394	3929	3498	3471	3304	3784	3387	3099	3353	3399	3658	3577
ENSG00000087586	2216	1981	2307	2040	1990	2010	2212	2089	2233	2308	2624	2725	2928
ENSG00000101138	1073	925	1084	1034	833	896	956	946	933	935	988	1090	4800
ENSG00000087589	691	615	703	716	646	671	660	670	717	589	781	787	5069
ENSG00000228601	0	0	0	0	0	0	0	0	0	0	0	0	156
ENSG00000212084	0	0	0	0	0	0	0	0	0	0	0	0	92
ENSG00000022277	1103	940	1016	999	916	954	1045	890	1026	1152	1460	1497	4063
ENSG00000124091	14	9	11	10	11	7	9	14	16	10	9	8	2064
ENSG00000124103	0	2	0	1	1	2	2	1	3	1	0	2	1137
ENSG00000280387	2	0	1	1	1	0	0	0	2	2	0	1	1248
ENSG00000213714	1	0	0	2	0	0	0	1	2	0	0	5	694
ENSG00000225657	0	0	0	0	0	0	0	0	0	0	0	0	996
ENSG00000214541	1	3	1	1	2	4	0	4	2	6	0	0	413
ENSG00000087510	0	0	0	1	0	0	0	0	0	0	0	0	3005
ENSG00000252091	0	0	0	0	0	0	0	0	0	0	0	0	102
ENSG00000241821	0	0	0	0	0	0	0	0	0	0	0	0	295
ENSG00000237000	0	0	0	0	0	0	0	0	0	0	0	0	327
ENSG00000221416	0	0	0	0	0	0	0	0	0	0	0	0	84
ENSG00000231604	0	0	0	0	0	0	0	0	0	0	0	0	483
ENSG00000207158	0	0	0	0	0	0	0	0	0	0	0	0	107
ENSG00000251772	0	0	0	0	0	0	0	0	0	0	0	0	71
ENSG00000238644	0	0	0	0	0	0	0	0	0	0	0	0	52
ENSG00000231078	0	0	0	0	0	0	0	0	0	0	0	0	377
ENSG00000203266	0	0	0	0	0	0	0	0	0	0	0	0	770
ENSG00000280220	0	0	0	0	0	0	0	0	0	0	0	0	1954
ENSG00000101144	0	0	0	0	0	0	0	0	0	0	0	0	5418
ENSG00000235032	0	0	0	0	0	0	0	0	0	0	0	0	436
ENSG00000226308	0	0	0	0	0	0	0	0	0	0	0	0	1293
ENSG00000252064	0	0	0	0	0	0	0	0	0	0	0	0	105
ENSG00000266666	0	0	0	0	0	0	0	0	0	0	0	0	90
ENSG00000231005	0	0	0	0	0	0	0	0	0	0	0	0	151
ENSG00000054796	2	0	0	0	2	1	0	0	1	0	0	0	1867
ENSG00000101146	1772	1604	1776	1647	1321	1463	1442	1447	1512	1599	1803	1877	5855
ENSG00000228995	0	1	0	0	0	1	1	0	1	1	2	0	944
ENSG00000256222	1	2	4	3	5	2	1	0	3	2	1	2	1539
ENSG00000218018	4	4	4	11	9	4	5	4	9	4	6	10	1540
ENSG00000132819	2043	2084	2175	2277	1611	2118	2306	1903	2269	1907	3407	3759	2686
ENSG00000124097	0	0	3	4	3	0	0	1	1	0	1	1	636
ENSG00000124092	4445	3995	4737	4262	4092	4189	4688	4211	4215	4132	3836	4438	8928
ENSG00000124253	11	3	13	3	22	18	14	25	2	4	9	12	6819
ENSG00000227297	0	0	0	0	0	0	0	0	0	0	0	0	823
ENSG00000124256	0	0	0	0	0	0	0	0	0	0	0	0	5405
ENSG00000124225	1	0	0	0	1	3	0	0	1	1	4	0	5619
ENSG00000278709	0	0	0	0	0	0	0	0	0	0	0	0	2598
ENSG00000263453	0	0	0	0	0	0	0	0	0	0	0	0	51
ENSG00000221007	0	0	0	0	0	0	0	0	0	0	0	0	152
ENSG00000203971	0	0	0	0	0	0	0	0	0	0	0	0	1854
ENSG00000221451	0	0	0	0	0	0	0	0	0	0	0	0	76
ENSG00000275852	0	0	0	0	0	0	0	0	0	0	0	0	628
ENSG00000221385	0	0	0	0	0	0	0	0	0	0	0	0	152
ENSG00000225708	0	0	0	0	0	0	0	0	0	0	0	0	1024
ENSG00000270411	0	0	0	0	0	0	0	0	0	0	0	0	325
ENSG00000124237	0	0	0	0	0	0	0	0	0	0	0	0	803
ENSG00000124227	0	0	0	0	0	0	0	0	0	0	0	0	1038
ENSG00000124224	171	141	155	136	202	185	184	164	154	161	180	173	9251
ENSG00000124209	569	616	646	529	480	554	603	526	554	573	547	632	9285
ENSG00000124164	2099	1766	2190	1733	1821	1701	1865	1786	1787	1962	2010	2208	10585
ENSG00000198768	2	0	0	0	0	0	1	4	2	1	2	3	3942
ENSG00000231290	0	3	2	2	0	2	0	0	2	4	0	3	4940
ENSG00000254620	0	0	0	0	0	1	0	4	0	1	0	0	507
ENSG00000221174	0	0	0	0	0	0	0	0	0	0	0	0	144
ENSG00000268941	0	0	0	0	0	0	0	0	0	0	0	0	967
ENSG00000124222	1326	1086	1366	1089	1194	1138	1298	1107	978	999	888	1072	5099
ENSG00000254995	15	13	16	14	8	15	22	9	23	11	19	33	3859
ENSG00000215440	31	36	28	48	28	48	51	44	27	33	54	85	7641
ENSG00000254419	0	3	2	4	1	2	8	5	4	0	3	4	577
ENSG00000237121	0	0	0	0	0	0	0	0	0	0	0	0	2180
ENSG00000270279	0	0	0	0	0	0	0	0	0	0	0	0	1619
ENSG00000268649	0	0	0	2	3	0	1	0	1	2	4	6	594
ENSG00000276373	0	0	0	0	0	0	0	0	0	0	0	0	80
ENSG00000216031	0	0	0	0	2	0	0	0	0	0	0	0	88
ENSG00000235590	3	4	2	3	2	4	9	2	5	0	3	6	3657
ENSG00000268333	4	0	0	3	2	1	2	1	1	5	1	1	1153
ENSG00000087460	8633	7729	8907	8736	7723	8352	9570	8392	8772	8217	9746	10805	13320
ENSG00000276859	0	0	0	0	0	0	0	0	0	0	0	0	103
ENSG00000276722	0	0	0	0	0	0	0	0	0	0	0	0	114
ENSG00000274491	0	0	0	0	0	0	0	0	0	0	0	0	112
ENSG00000275069	0	0	0	0	0	0	0	0	0	0	0	0	121
ENSG00000225806	11	5	11	2	12	10	5	5	10	10	1	12	1521
ENSG00000270951	2	0	0	0	0	0	0	1	0	0	1	3	390
ENSG00000101158	2748	2537	2682	2756	2247	2443	2672	2437	2848	2907	3401	3667	6298
ENSG00000101160	1338	1245	1421	1395	1292	1470	1634	1620	1434	1476	2624	2789	2038
ENSG00000101162	545	476	573	564	500	555	627	531	457	487	642	716	3496
ENSG00000124172	4299	3729	4227	3525	3816	3410	3157	3615	3314	4044	3716	3828	5126
ENSG00000101166	2999	2821	3191	2668	2519	2437	2798	2722	2940	2955	2468	2449	2977
ENSG00000232925	0	0	0	0	0	0	0	0	0	0	0	0	408
ENSG00000274961	0	0	0	0	0	0	0	0	0	0	0	0	898
ENSG00000124203	0	0	0	0	0	0	0	0	0	0	0	0	9404
ENSG00000124205	0	0	0	0	0	0	0	0	0	0	0	0	2675
ENSG00000263903	0	0	0	0	0	0	0	0	0	0	0	0	102
ENSG00000225129	0	0	0	0	0	0	0	0	0	0	0	0	593
ENSG00000230352	0	0	0	0	0	0	0	0	0	0	0	0	620
ENSG00000233686	0	0	0	0	0	0	0	0	0	0	0	0	219
ENSG00000227282	0	0	0	0	0	0	0	0	0	0	0	0	566
ENSG00000087495	0	1	0	0	0	0	0	1	1	1	1	0	6095
ENSG00000238194	0	0	0	0	0	0	0	0	0	0	0	0	682
ENSG00000238777	0	0	0	0	0	0	0	1	0	0	0	0	62
ENSG00000196074	8	16	20	19	20	20	25	30	17	14	7	18	6466
ENSG00000196227	738	661	727	571	617	531	593	561	662	549	595	635	5323
ENSG00000132825	101	108	102	80	82	97	91	61	92	93	93	103	3630
ENSG00000124215	3	3	2	5	2	6	4	2	5	7	5	2	5748
ENSG00000176659	0	0	0	0	0	0	0	0	0	0	0	0	2732
ENSG00000276093	0	0	0	0	0	0	0	0	0	0	0	0	513
ENSG00000228340	0	0	0	0	0	0	0	0	0	0	2	0	5137
ENSG00000207802	0	0	0	0	0	0	0	0	0	0	0	0	94
ENSG00000229690	0	0	0	0	0	0	0	0	0	0	0	0	477
ENSG00000266140	0	0	0	0	0	0	0	0	0	0	0	0	71
ENSG00000265617	0	0	0	0	0	0	0	0	0	0	0	0	64
ENSG00000276627	0	0	0	0	0	0	0	0	0	0	0	0	459
ENSG00000261035	0	0	0	0	0	0	0	0	0	0	0	0	2208
ENSG00000229755	0	0	0	0	0	0	0	0	0	0	0	0	500
ENSG00000229606	0	0	0	0	0	0	0	0	0	0	0	0	391
ENSG00000179242	59	41	56	58	40	61	71	43	59	60	89	110	7351
ENSG00000276786	0	0	0	0	0	0	0	0	0	0	0	0	977
ENSG00000277270	0	0	0	0	0	0	0	0	0	0	0	0	1021
ENSG00000179253	0	0	0	0	0	0	0	0	0	0	0	0	2000
ENSG00000225106	0	0	0	0	0	0	0	0	0	0	0	0	1354
ENSG00000130699	875	760	843	899	741	845	722	774	890	820	942	1086	9808
ENSG00000221417	0	0	0	0	0	0	0	0	0	0	0	0	117
ENSG00000235018	2	1	5	6	1	2	2	0	6	1	8	6	528
ENSG00000265306	0	0	0	0	0	0	0	0	0	0	0	0	84
ENSG00000283078	12	11	8	8	3	8	14	9	11	9	28	17	1608
ENSG00000149657	776	708	732	740	650	717	706	636	717	691	1095	1242	3381
ENSG00000101182	4308	3573	4019	3652	3553	3136	3691	3402	3661	3762	5196	5426	1750
ENSG00000184402	972	837	993	809	975	805	925	914	907	1013	995	1156	5094
ENSG00000101181	841	759	852	836	581	688	741	724	790	782	1182	1479	5209
ENSG00000101180	0	0	0	0	0	0	0	1	0	0	0	0	2671
ENSG00000130703	619	515	653	554	595	540	599	589	529	594	732	830	11735
ENSG00000130706	856	923	948	1039	683	937	967	888	1083	917	1889	2185	2142
ENSG00000226332	17	29	19	32	21	26	33	31	23	22	32	46	681
ENSG00000130702	1452	1453	1545	1731	1429	2019	2087	1823	1795	1237	2845	3421	14291
ENSG00000265329	0	0	0	0	0	0	0	0	0	0	0	0	71
ENSG00000228812	1	0	2	1	1	1	2	1	1	1	1	5	843
ENSG00000273619	25	24	37	25	19	21	31	24	27	22	60	75	668
ENSG00000171858	7346	6257	7139	5408	6315	5271	5270	5099	4741	5228	8320	8511	1023
ENSG00000149679	118	120	148	123	152	155	156	170	117	134	169	168	3785
ENSG00000275437	78	62	74	83	57	59	82	72	57	59	114	105	3700
ENSG00000130701	1	0	1	0	0	0	0	0	1	0	1	0	2793
ENSG00000233017	0	0	0	0	0	0	0	0	0	0	0	0	1386
ENSG00000130700	12	31	32	24	19	26	42	37	22	26	28	39	2595
ENSG00000272050	0	2	1	3	2	1	2	1	1	1	1	1	725
ENSG00000260542	0	0	0	0	0	0	0	0	0	0	0	0	2188
ENSG00000174403	0	0	0	0	0	0	0	0	0	0	0	0	3397
ENSG00000174407	0	0	0	0	0	0	0	0	0	0	0	0	1220
ENSG00000199017	0	0	0	0	0	0	0	0	0	0	0	0	77
ENSG00000207764	0	0	0	0	0	0	0	0	0	0	0	0	102
ENSG00000226094	0	1	0	0	0	0	0	0	0	0	0	0	714
ENSG00000264490	0	0	0	0	0	0	0	0	0	0	0	0	1918
ENSG00000273812	0	0	0	0	0	0	0	0	0	0	0	0	625
ENSG00000232121	0	0	0	0	0	0	0	0	0	0	0	0	499
ENSG00000229882	0	0	0	0	0	0	0	0	0	0	0	0	461
